zcr_mean,rms_mean,temp_entropy,autocorr_peak,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,spectral_flatness,spectral_flux,wavelet_energy,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,chroma_mean,percussive_energy,psd_peak_freq,psd_total,flatness_mean,modulation_peak,skewness,kurtosis,audio_label
0.014533148871527778,0.002223839,0.00039266143,1.761872,476.3674044649583,1174.4013613917168,664.6881103515625,23.031498264379834,0.00039266143,0.0022372322,1.7653186,-746.70746,85.44494,61.028267,40.127857,23.56254,13.47292,9.592567,9.294215,9.9431095,10.292342,9.23379,5.8389034,2.5349844,50.388294,31.61457,20.54377,16.099323,14.878413,13.125114,10.965654,10.407087,10.03324,9.422401,8.333537,6.6829987,5.995875,0.7187273,3.9184104e-07,86.1328125,9.753912e-09,0.00039266143,1.3235746387945255,0.2633963182519333,15.12333511423978,off_state/Device1_2025-01-28_15-08-52.wav
0.019140172887731483,0.002630469,0.0034922888,1.7832725,492.8935228500631,889.6020049775218,869.9513753255209,25.355526542532594,0.0034922888,0.0032603012,1.7767618,-755.7807,100.48182,59.100292,41.260593,23.42969,13.74714,10.097381,8.892316,10.100775,10.832934,10.438994,7.8144,2.219287,84.901764,34.688534,38.367302,21.68813,15.636537,13.599368,14.960564,11.845817,11.954923,11.942118,10.67903,9.205379,9.183396,0.69603336,9.685241e-07,86.1328125,1.3081853e-08,0.0034922888,1.7552510504465317,0.2771953219308364,7.093718272153895,off_state/Device1_2025-01-28_15-18-00.wav
0.01465747974537037,0.0017103703,0.00080912636,0.59242415,459.48968634317873,1185.3051876056352,595.3531901041666,22.72072135975119,0.00080912636,0.0021599105,0.5930313,-776.98395,120.96651,69.79315,38.79116,20.079094,10.898576,7.845053,8.516395,9.413655,10.004682,8.799737,6.1673303,1.8955033,50.320415,22.224937,17.33912,17.35585,17.07591,14.739747,13.621126,13.917966,13.131532,13.577817,12.314462,10.194776,7.7968473,0.7040385,7.072373e-07,86.1328125,8.270321e-09,0.00080912636,1.1274142088514054,-1.9626783080553893,12.750321965761819,off_state/Device1_2025-01-28_15-09-17.wav
0.018152307581018517,0.0015113049,0.0010720075,0.46557233,602.4125225713428,1236.140464824764,1011.0137939453125,24.738514165161025,0.0010720075,0.002800877,0.4658988,-782.27185,119.02087,58.47413,42.6519,25.714262,11.4597025,8.199308,8.821003,9.948821,9.238543,8.344111,8.323509,1.9948163,85.06015,32.36251,45.43649,18.644138,16.95393,17.684294,17.978546,13.070486,13.200789,13.145193,13.195365,13.308785,8.75867,0.7025495,6.4129694e-07,86.1328125,6.297975e-09,0.0010720075,1.1376518094948551,0.368993466411351,6.70562778043249,off_state/Device1_2025-01-28_15-17-36.wav
0.01826759620949074,0.0018173867,0.00066298456,1.2065889,568.3162433734108,1192.6305225647657,979.4118245442709,24.447614290211604,0.00066298456,0.0027984579,1.2072353,-732.441,92.177155,51.428734,39.45386,25.557594,13.582661,9.241874,9.197431,10.315235,9.405755,8.029814,7.9815125,1.7684705,63.07497,29.334017,31.626404,15.313848,12.178615,14.049519,13.265955,11.324799,11.045363,10.906737,11.010957,11.5497875,7.850007,0.6943674,5.9554213e-07,86.1328125,9.88783e-09,0.00066298456,1.2757936981506646,-1.5248961499506863,29.22053671881426,off_state/Device1_2025-01-28_15-17-34.wav
0.018683539496527776,0.0019501619,0.0011408987,0.86135185,576.5497165673578,1222.8004505454824,928.7190755208334,24.128513461392153,0.0011408987,0.0026985097,0.86233014,-769.11633,114.60343,58.54605,41.38735,24.858824,12.053747,8.738666,11.582324,12.185186,10.571913,8.813942,8.530253,3.7461162,70.4673,35.46255,36.904964,15.966175,16.39401,17.208982,17.39275,16.655603,12.915705,12.253732,12.579802,11.939833,8.901245,0.70283383,1.054461e-06,86.1328125,1.0292673e-08,0.0011408987,1.316798468644265,-0.13547433236828782,9.099910834146964,off_state/Device1_2025-01-28_15-16-53.wav
0.0247802734375,0.0018002033,0.0020280858,0.77208525,668.6597262462396,1302.3137668809638,1053.4322102864583,25.18683133150446,0.0020280858,0.003746425,0.7719057,-757.7856,110.146904,53.737125,41.853672,24.990036,12.7206335,9.953882,11.614062,9.904619,7.4176,7.828811,5.8854375,-0.6879767,75.88893,34.64267,48.18261,14.13259,20.213223,17.493353,17.073288,13.407755,11.669148,11.539884,11.879989,10.978664,9.213292,0.71309566,6.3421476e-07,86.1328125,7.836168e-09,0.0020280858,1.2942099432548275,-0.3916682958239366,9.119036934098954,off_state/Device1_2025-01-28_15-17-11.wav
0.013771339699074073,0.0020928998,0.00044637395,1.4689732,486.3780322667342,1227.5240731556157,679.0934244791666,22.6098905888304,0.00044637395,0.0021478897,1.4690802,-747.7432,96.05655,62.096146,38.607838,22.13975,12.225216,8.502332,9.788556,11.364416,11.007824,8.739567,5.173637,2.1776288,42.5192,27.086765,15.998128,12.641306,12.815063,12.897326,10.914159,10.540339,10.931347,10.323076,9.535149,8.770468,7.7175436,0.72551286,2.4038964e-06,86.1328125,8.873899e-09,0.00044637395,1.226433033007197,-1.3093556657798207,22.1061979067745,off_state/Device1_2025-01-28_15-12-21.wav
0.021629050925925927,0.0020021508,0.0014765458,1.1193144,662.4735300442987,1196.1187074180516,1138.26904296875,25.034523092106905,0.0014765458,0.003124018,1.1206402,-748.87805,101.469185,52.86987,44.311825,28.28584,13.983773,10.6092205,10.837303,11.459849,8.976112,7.51815,6.1417394,1.7121576,83.04232,31.561386,48.040905,17.437988,18.79879,16.531805,15.030808,12.2069435,9.270274,11.181061,10.004706,9.264023,8.061231,0.6983379,1.2560974e-06,86.1328125,9.593169e-09,0.0014765458,1.4566037995682564,0.3479732712607823,10.447450183504513,off_state/Device1_2025-01-28_15-16-34.wav
0.029242621527777776,0.002677365,0.005298108,2.5911496,749.4460886007785,1366.723291037909,1339.1957600911458,22.450660274476018,0.005298108,0.0035411667,2.5912075,-743.0929,96.24763,60.667416,37.667065,19.874846,8.996135,6.121815,8.549287,9.760248,9.612612,9.072847,5.830695,2.1532335,35.49399,35.05379,23.414295,15.48243,16.595924,16.741968,14.557633,13.076106,13.005449,10.562149,9.33346,9.105449,8.307849,0.71230876,6.3834324e-07,86.1328125,1.3753717e-08,0.005298108,1.492091242573224,0.49077382942538256,10.64430162476867,off_state/Device1_2025-01-28_15-16-27.wav
